"hk_year","hk_AggressiveAllocation","hk_AsiaFixedIncome","hk_AsiaMoneyMarket","hk_Asiaex-JapanEquity","hk_CautiousAllocation","hk_EuropeEquityLargeCap","hk_GlobalEquityLargeCap","hk_GlobalFixedIncome","hk_GreaterChinaEquity","hk_JapanEquity","hk_KoreaEquity","hk_ModerateAllocation","hk_USEquityLargeCapBlend","cal_AggressiveAllocation","cal_AsiaFixedIncome","cal_AsiaMoneyMarket","cal_Asiaex-JapanEquity","cal_CautiousAllocation","cal_EuropeEquityLargeCap","cal_GlobalEquityLargeCap","cal_GlobalFixedIncome","cal_GreaterChinaEquity","cal_JapanEquity","cal_KoreaEquity","cal_ModerateAllocation","cal_USEquityLargeCapBlend"
2011,0.110819207398184,0.0215747177878511,0.000126410835425528,0.172646334746235,0.0604788113585544,0.0899267568307593,0.110201892741231,0.0535799862314761,0.129733411876092,-0.0535709316249001,0.202983599582732,0.0877504289846038,0.128132332435169,-0.115008558247149,0.0450094817903972,0.000947033754689741,-0.159032673628615,-0.0216653730571585,-0.134689962639512,-0.103670068569023,0.0210865708131442,-0.210241860754339,-0.176850935523946,-0.225121160371369,-0.0610523918817145,-0.00656343130139092
2012,-0.0447909968716761,0.0428545124866531,0.00168790504217475,-0.0672402096694322,0.0056121751916427,-0.0929177293826866,-0.033188332904331,0.0290606676306469,-0.137958358958975,-0.0353959721287819,-0.147390674287858,-0.0118691558707384,0.0485721678371054,0.148873205945925,0.0366073093638228,0.004262299694751,0.189766221134602,0.0732319651788962,0.181264069604111,0.161576897017048,0.0466765861606202,0.208273132750667,0.0994613701438212,0.1086247549546,0.109162564507865,0.11686434299117
2013,0.0770571458585287,0.0261892647674287,0.0040672126227248,0.074615516764879,0.03880750538068,0.110891756279874,0.0971982808235516,0.0150403687525142,0.0894346268513233,0.116173242876596,-0.04595692343837,0.0565983950984919,0.098886934191243,0.1328866123382,-0.0283202133500619,0.0048716717703654,0.0412021891431198,0.028282967242899,0.263634400160427,0.212746193788427,-0.0245737072179163,0.0627372169704947,0.3272561488325,-0.00660172899463829,0.067161331365025,0.293373788828725
2014,0.0829137387945071,-0.0236858765813992,0.00190316042253347,0.0237045009425319,0.0264744552718679,0.241359683936667,0.152960692377276,0.00235666398726342,0.0224710271852338,0.0878856099213532,-0.0259958513156391,0.0477033982978765,0.189981813249762,-0.00250886535833161,0.0188809197384225,0.00119437304988756,0.0223742229713997,0.0113212007767667,-0.0540442267260823,0.020867195988608,0.00405127045664999,0.0452033380180767,-0.0181054396136601,-0.0446864066750267,0.00286728382777679,0.099590182560646
2015,0.0500174263005146,0.0238308615455871,0.0052238837528793,0.0721486533293398,0.0189836581880005,-0.0141914333150956,0.0513121438258126,-0.0206375565720953,0.158492278422808,0.156405400198592,0.175186044435587,0.0244541095144701,0.0991699606854874,-0.031441195693423,-0.0129954755681069,-0.00369884802518272,-0.0866603405643985,-0.0242872009619554,0.00141648092680757,-0.0298348336081092,-0.036424060616631,-0.0670681586570715,0.0811413054759891,0.215434737608431,-0.0286753551772073,-0.00843524352295222
2016,-0.0776132258837496,0.0014382534112416,-0.00141203610478258,-0.119876196550531,-0.0165010711523439,-0.0983116395564556,-0.0807764842693462,0.00947980791009329,-0.156421821996019,-0.101538616365134,-0.00401444562369113,-0.0391137847093472,-0.0188773564626509,0.0128353173799141,-0.0145996562350635,-0.00420010479182276,0.0414407539286572,0.0107240757396989,0.00925529689820759,0.0390195140546965,-0.00143807664770745,0.00853654460446385,-0.0201088040524453,-0.125346276283916,0.0140610251749804,0.0831145490453016
2017,0.101484088615318,-0.0173136532428192,-0.00408883576647745,0.156478060265089,0.0227134116828547,0.123214106766263,0.133568999539194,-0.0199402770645557,0.170576481110037,0.108457945859549,-0.0489854081593569,0.0584851222798049,0.149546483317696,0.257425160566573,0.0498095404554932,0.0161094713321646,0.362237955903036,0.0936071097294753,0.204024179838953,0.234844261659475,0.0476218808246751,0.39003589458416,0.215775029878164,0.226901998543555,0.168203320064828,0.203629216897189
2018,0.175047940291796,0.0376690085819185,0.0193666269200603,0.211764659761164,0.0636228359705107,0.104505339413722,0.14659176105288,0.0402849092827575,0.276116400568485,0.151899062985637,0.144755051364832,0.112958778041039,0.129030929463036,-0.120732220765858,-0.00107859977307256,0.00246650360583667,-0.161343635405811,-0.0372692060855855,-0.154172132023518,-0.122092992082852,-0.0176783662399118,-0.141811871689582,-0.168858962416745,-0.24763410248724,-0.0725839401106131,-0.0728556207645483
2019,-0.0379361794166272,0.0194932597760649,0.00214025084416014,-0.0754750597324029,0.00293533916515898,-0.0474887416734547,-0.0164222084284723,-0.00770979069149436,-0.0416084639170288,-0.0843696728968,-0.205642467802292,-0.00675439696750735,0.058668218957237,0.164310715517704,0.0324495786168322,0.0106184600582886,0.146197057028176,0.0903775141170429,0.207503279365683,0.210629965883843,0.0462476607763653,0.155606595063978,0.173719215813249,-0.0681177888461724,0.140260890977495,0.273569917333377
2020,-0.101746733153555,0.0164841650232745,0.00426316781186231,-0.172983652834196,0.00189896202097595,-0.175166930355424,-0.140810601281803,0.0291378752098339,-0.124654398349904,-0.116488947048981,-0.251665152432993,-0.0525858670546079,-0.10053697649771,0.16713365907231,0.0661854639977191,0.0176518790092286,0.242886406285032,0.095251525584761,0.0306482423610535,0.134443113532517,0.0726532332249172,0.169989032002671,0.0809402749924633,0.304090253279406,0.12995077873398,0.181370377907726
2021,0.414169557293198,0.0379402712042802,0.0164323754491227,0.619795017714067,0.12869452093776,0.438891901529113,0.503348626986878,0.0243441196657266,0.399479749759776,0.400798335941111,0.639733391434339,0.281148538257701,0.54986023932441,0.0243357045041037,-0.00491123799529958,0.00557070622205402,-0.0282872051695688,0.00264921833568943,0.16611912174505,0.162278227961242,-0.0497502372722518,-0.134117114122147,0.0553995707146595,-0.0164830790623688,0.0521287999890583,0.254293981774049
2022,-0.073096162912984,-0.0164991424663481,0.00710768023546793,-0.128193582358003,-0.0389314457968356,0.0231442215823574,0.0363774473913929,-0.0626224156579311,-0.239006986996432,-0.0505827878475779,-0.107755106938075,-0.0177747080415037,0.124346365643704,-0.177479273425522,-0.0844340282268864,-0.00718214053608957,-0.212689400867379,-0.142459080902809,-0.152569535545227,-0.204914528843795,-0.155626148500769,-0.195021211414564,-0.1277373758006,-0.242897009719665,-0.166057762097412,-0.220063588772716
2023,-0.0647705140752142,-0.0299060226296947,0.00125446562951215,-0.117328057796295,-0.0618277898460964,0.0263764639063715,-0.0783545980180427,-0.0755748740743046,-0.0756212514785558,-0.00769000223315708,-0.138998637698696,-0.0695487566253135,-0.104513092585798,0.0590409388810191,0.0439205212484375,0.0274209172128899,0.0416204586883564,0.0609317296156795,0.185150224108248,0.197901934782907,0.0470274346742001,-0.128513385571478,0.227811040406903,0.166893578503839,0.103001171257415,0.251121116465938
2024,0.0381381515463404,0.0107493897032807,0.02398119802554,0.0379212790090047,0.0339031373139971,0.122332152693542,0.200453247445082,-0.00575657925421391,-0.17510298297765,0.294102842178711,0.157740056065192,0.0876480704567395,0.27078325379348,0.0634105216996355,0.0187092811629606,0.0181915307524125,0.101844071821708,0.0280996942568021,0.070122792833915,0.119666509818253,-0.00723760683089736,0.0301300457126243,0.164406447484917,0.0684079597819891,0.0647981846182204,0.150601157250986
