time,BTC,DBC - commodities,GLD - gold,IEF - intermediate bonds,SPY - stocks,SVXY,TLT - long term bonds
16/9/2015,229.0910034,12.96901321,107.3099976,83.62665558,167.3272552,57.52999878,88.92347717
17/9/2015,229.8099976,12.88446903,108.4100037,84.32220459,166.9510956,57.5,90.00878906
18/9/2015,232.9750061,12.69001865,109.2099991,84.71737671,164.2228241,50.63999939,91.39354706
21/9/2015,227.0850067,12.8337431,108.5299988,84.23523712,165.0715027,54.29000092,89.90400696
22/9/2015,230.6179962,12.75765419,107.7900009,84.65412903,162.9289246,50.65000153,91.15403748
23/9/2015,230.2830048,12.65620041,108.2200012,84.55927277,162.6684418,51.63999939,91.14655304
24/9/2015,234.529007,12.73229027,110.4899979,84.68573761,162.080307,50.38000107,91.76782227
25/9/2015,235.1439972,12.80837917,109.8099976,84.46446991,162.0382385,49.09000015,90.97437286
28/9/2015,239.1419983,12.63083744,108.4199982,84.94656372,157.9715424,45.56000137,92.53131104
29/9/2015,236.6869965,12.71538067,107.9800034,85.23898315,158.0639954,45.49000168,92.79332733
30/9/2015,236.0599976,12.80837917,106.8600006,85.25482178,161.0131989,47.63999939,92.47138214
1/10/2015,237.548996,12.72383595,106.7300034,85.32131958,161.4332581,48.22999954,92.86592865
2/10/2015,237.2929993,12.80837917,108.9899979,85.73287964,163.8447113,50.75,93.42849731
5/10/2015,240.3829956,12.97746658,108.7699966,85.25794983,166.7603607,53.65000153,92.16087341
6/10/2015,246.0630035,13.23109627,109.8600006,85.43214417,166.1889496,53,92.55844879
7/10/2015,242.9689941,13.20573521,109.6999969,85.21836853,167.5501709,54.20000076,92.25090027
8/10/2015,242.3040009,13.26491547,109.1399994,84.9967804,169.0626068,56.88000107,91.47834015
9/10/2015,243.9309998,13.32409763,110.8700027,85.04425812,169.1634064,56.88000107,91.71835327
12/10/2015,245.3079987,13.11273861,111.3099976,85.32918549,169.3230591,60.40999985,92.41592407
13/10/2015,249.5079956,13.02819252,111.8600006,85.40835571,168.2559662,57.00999832,92.5734024
14/10/2015,251.9889984,13.06201172,113.8099976,85.87541199,167.4493256,55.68000031,93.38352966
